id,title,release_date,budget,revenue,status,tagline,runtime,popularity,original_language,homepage,adult,overview,languages,production_countries,production_companies,genres
578,Jaws,1975-06-18,7000000,470653000,Released,Don't go in the water,124,2.8368E+01,en,https://www.uphe.com/movies/jaws,false,"When an insatiable great white shark terrorizes the townspeople of Amity Island, the police chief, an oceanographer and a grizzled shark hunter seek to destroy the blood-thirsty beast.",English,United States of America,"Zanuck/Brown Productions,Universal Pictures","Horror,Thriller,Adventure"
429,"The Good, the Bad and the Ugly",1966-12-23,1200000,25118063,Released,For three men the Civil War wasn't hell. It was practice.,161,2.7847E+01,it,"http://www.mgm.com/#/our-titles/766/The-Good,-the-Bad-and-the-Ugly",false,"While the Civil War rages between the Union and the Confederacy, three men – a quiet loner, a ruthless hit man and a Mexican bandit – comb the American Southwest in search of a strongbox containing $200,000 in stolen gold.",Italiano,"United States of America,Italy,Spain,Germany","United Artists,Constantin Film,PEA,Arturo González Producciones Cinematográficas S.A.",Western
10882,Sleeping Beauty,1959-02-17,6000000,51000000,Released,Awaken to a World of Wonders!,75,1.8583E+01,en,,false,"A beautiful princess born in a faraway kingdom is destined by a terrible curse to prick her finger on the spindle of a spinning wheel and fall into a deep sleep that can only be awakened by true love's first kiss. Determined to protect her, her parents ask three fairies to raise her in hiding. But the evil Maleficent is just as determined to seal the princess's fate.",English,United States of America,"Walt Disney Pictures,Walt Disney Productions","Fantasy,Animation,Romance,Family"
10693,Peter Pan,1953-02-05,4000000,87404651,Released,It will live in your heart forever!,77,2.0856E+01,en,,false,"Leaving the safety of their nursery behind, Wendy, Michael and John follow Peter Pan to a magical world where childhood lasts forever. But while in Neverland, the kids must face Captain Hook and foil his attempts to get rid of Peter for good.",English,United States of America,"RKO Radio Pictures,Walt Disney Pictures,Walt Disney Productions","Animation,Family,Adventure,Fantasy"
419704,Ad Astra,2019-09-17,87500000,132807427,Released,The answers we seek are just outside our reach,123,5.81092E+02,en,https://www.foxmovies.com/movies/ad-astra,false,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.","English,Norsk","Brazil,China,United States of America","New Regency Productions,Keep Your Head,MadRiver Pictures,Plan B Entertainment,RT Features,Bona Film Group,TSG Entertainment","Science Fiction,Drama"
11224,Cinderella,1950-02-22,2900000,263591415,Released,The greatest love story ever told.,74,1.8932E+01,en,http://movies.disney.com/cinderella-1950,false,"Cinderella has faith her dreams of a better life will come true. With help from her loyal mice friends and a wave of her Fairy Godmother's wand, Cinderella's rags are magically turned into a glorious gown and off she goes to the Royal Ball. But when the clock strikes midnight, the spell is broken, leaving a single glass slipper... the only key to the ultimate fairy-tale ending!",English,United States of America,"Walt Disney Pictures,Walt Disney Productions","Family,Fantasy,Animation,Romance"
3082,Modern Times,1936-02-05,1500000,8500000,Released,"He stands alone as the greatest entertainer of modern times! No one on earth can make you laugh as heartily or touch your heart as deeply...the whole world laughs, cries and thrills to his priceless genius!",87,1.2132E+01,en,,false,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,No Language,United States of America,"United Artists,Charles Chaplin Productions","Drama,Comedy"
78,Blade Runner,1982-06-25,28000000,41473619,Released,Man has made his match... now it's his problem.,118,3.2945E+01,en,http://www.warnerbros.com/blade-runner,false,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.","English,Deutsch,广州话 / 廣州話,日本語,Magyar","United States of America,Hong Kong,United Kingdom","Shaw Brothers,The Ladd Company,Warner Bros. Pictures","Science Fiction,Drama,Thriller"
744,Top Gun,1986-05-16,15000000,356830601,Released,Up there with the best of the best.,110,3.1949E+01,en,,false,"For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",English,United States of America,Paramount,"Action,Drama"
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,125000000,1341511219,Released,It all ends here.,130,3.8053E+01,en,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,false,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films","Fantasy,Adventure"
668,On Her Majesty's Secret Service,1969-12-12,6500000,81974493,Released,Far up! Far out! Far more! James Bond 007 is back!,142,1.7441E+01,en,https://www.mgm.com/movies/on-her-majestys-secret-service,false,"James Bond tracks his archnemesis, Ernst Blofeld, to a mountaintop retreat where he is training an army of beautiful, lethal women. Along the way, Bond falls for Italian contessa Tracy Draco, and marries her in order to get closer to Blofeld.","English,Deutsch","United Kingdom,United States of America","United Artists,Eon Productions,Danjaq,Metro-Goldwyn-Mayer","Adventure,Action,Thriller"
299536,Avengers: Infinity War,2018-04-25,300000000,2046239637,Released,An entire universe. Once and for all.,149,6.6263E+01,en,https://www.marvel.com/movies/avengers-infinity-war,false,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","English,",United States of America,Marvel Studios,"Adventure,Action,Science Fiction"
98,Gladiator,2000-05-01,103000000,460583960,Released,A Hero Will Rise.,171,2.9532E+01,en,,false,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",English,"United Kingdom,United States of America","Universal Pictures,Scott Free Productions,Red Wagon Entertainment,Mill Film,C & L,Dawliz,DreamWorks Pictures","Action,Drama,Adventure"
3059,Intolerance: Love's Struggle Throughout the Ages,1916-09-04,8394751,4000000,Released,The Cruel Hand of Intolerance,197,9.884E+00,en,,false,"The story of a poor young woman, separated by prejudice from her husband and baby, is interwoven with tales of intolerance from throughout history.",No Language,United States of America,"Triangle Film Corporation,Wark Producing Corp.","Drama,History"
346,Seven Samurai,1954-04-26,2000000,271841,Released,The Mighty Warriors Who Became the Seven National Heroes of a Small Town,207,1.9956E+01,ja,,false,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.",日本語,Japan,"Toho Company, Ltd.","Action,Drama"
19,Metropolis,1927-01-10,1300000,650422,Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,153,1.6083E+01,de,,false,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",No Language,Germany,Universum Film (UFA),"Drama,Science Fiction"
10895,Pinocchio,1940-02-23,2600000,84300000,Released,"When you wish upon a star, your dreams come true.",88,1.6955E+01,en,,false,"Lonely toymaker Geppetto has his wishes answered when the Blue Fairy arrives to bring his wooden puppet Pinocchio to life. Before becoming a real boy, however, Pinocchio must prove he's worthy as he sets off on an adventure with his whistling sidekick and conscience, Jiminy Cricket.",English,United States of America,"Walt Disney Productions,Walt Disney Animation Studios,Walt Disney Pictures","Animation,Family"
3035,Frankenstein,1931-11-21,291000,12000000,Released,The man who made a monster.,71,1.8342E+01,en,,false,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses.,English,United States of America,Universal Pictures,"Drama,Horror,Science Fiction"
510,One Flew Over the Cuckoo's Nest,1975-11-18,3000000,108981275,Released,"If he's crazy, what does that make you?",133,2.3281E+01,en,,false,"While serving time for insanity at a state mental hospital, implacable rabble-rouser, Randle Patrick McMurphy, inspires his fellow patients to rebel against the authoritarian rule of head nurse, Mildred Ratched.",English,United States of America,"United Artists,Fantasy Films,Warner Bros. Pictures",Drama
426,Vertigo,1958-05-09,2479000,28000000,Released,Alfred Hitchcock engulfs you in a whirlpool of terror and tension!,128,1.6266E+01,en,,false,"A retired San Francisco detective suffering from acrophobia investigates the strange activities of an old friend's wife, all the while becoming dangerously obsessed with her.",English,United States of America,"Paramount,Alfred J. Hitchcock Productions","Mystery,Romance,Thriller"
603,The Matrix,1999-03-30,63000000,463517383,Released,Welcome to the Real World.,136,5.3455E+01,en,http://www.warnerbros.com/matrix,false,"Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",English,"Australia,United States of America","Village Roadshow Pictures,Groucho II Film Partnership,Silver Pictures,Warner Bros. Pictures","Action,Science Fiction"
5780,Torn Curtain,1966-07-13,3000000,13000000,Released,It tears you apart with suspense!,128,1.3261E+01,en,,false,"During the Cold War, an American scientist appears to defect to East Germany as part of a cloak and dagger mission to find the formula for a resin solution, but the plan goes awry when his fiancee, unaware of his motivation, follows him across the border.","Deutsch,English,Norsk,svenska",United States of America,Universal Pictures,Thriller
3595,Ransom,1996-11-08,80000000,309492681,Released,Someone is going to pay.,121,2.6264E+01,en,,false,"When a rich man's son is kidnapped, he cooperates with the police at first but then tries a unique tactic against the criminals.",English,United States of America,Touchstone Pictures,"Action,Thriller"
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,130000000,789804554,Released,Something wicked this way comes.,141,3.4045E+01,en,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,false,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help.",English,"United Kingdom,United States of America","1492 Pictures,Heyday Films,Warner Bros. Pictures","Adventure,Fantasy"
239,Some Like It Hot,1959-03-19,2883848,25000000,Released,The movie too HOT for words!,122,1.7237E+01,en,,false,"Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",English,United States of America,"The Mirisch Corporation,Ashton Productions","Comedy,Romance,Crime"
253,Live and Let Die,1973-07-05,7000000,161777836,Released,Roger Moore is James Bond.,121,1.6757E+01,en,https://www.mgm.com/movies/live-and-let-die,false,James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.,"English,Magyar",United Kingdom,"United Artists,Eon Productions,Danjaq","Adventure,Action,Thriller"
675,Harry Potter and the Order of the Phoenix,2007-06-28,150000000,938212738,Released,Evil Must Be Confronted.,138,3.5094E+01,en,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,false,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films","Adventure,Fantasy,Mystery"
10098,The Kid,1921-01-21,250000,2500000,Released,6 reels of Joy.,68,1.1149E+01,en,,false,A tramp cares for a boy after he's abandoned as a newborn by his mother. Later the mother has a change of heart and aches to be reunited with her son.,No Language,United States of America,"First National Pictures,Charles Chaplin Productions","Comedy,Drama"
280,Terminator 2: Judgment Day,1991-07-03,102000000,520000000,Released,It's nothing personal.,156,2.7195E+01,en,,false,"Nearly 10 years have passed since Sarah Connor was targeted for termination by a cyborg from the future. Now her son, John, the future leader of the resistance, is the target for a newer, more deadly terminator. Once again, the resistance has managed to send a protector back to attempt to save John and his mother Sarah.","English,Español",United States of America,"T2 Productions,Lightstorm Entertainment,Pacific Western,Carolco Pictures,TriStar Pictures,StudioCanal","Action,Thriller,Science Fiction"
11,Star Wars,1977-05-25,11000000,775398007,Released,"A long time ago in a galaxy far, far away...",121,5.8361E+01,en,http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,false,Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.,English,United States of America,"Lucasfilm Ltd.,20th Century Fox","Adventure,Action,Science Fiction"
694,The Shining,1980-05-23,19000000,44781695,Released,"He came as the caretaker, but this hotel had its own guardians - who'd been there a long time",144,2.8298E+01,en,,false,"Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",English,"United States of America,United Kingdom","Hawk Films,Peregrine,Warner Bros. Pictures,Producers Circle","Horror,Thriller"
62,2001: A Space Odyssey,1968-04-09,12000000,68700000,Released,The Ultimate Trip.,149,2.6358E+01,en,http://2001spaceodysseymovie.com,false,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.","English,Pусский","United Kingdom,United States of America","Stanley Kubrick Productions,Metro-Goldwyn-Mayer","Science Fiction,Mystery,Adventure"
338762,Bloodshot,2020-03-05,42000000,24573617,Released,Being a superhero is in his blood,110,1.892E+02,en,https://www.bloodshot.movie/,false,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",English,"China,United States of America","Sony Pictures,Cross Creek Pictures,Mimran Schur Pictures,Original Film,The Hideaway Entertainment,Valiant Entertainment,Columbia Pictures,One Race,Bona Film Group","Action,Science Fiction"
408,Snow White and the Seven Dwarfs,1937-12-21,1488423,184925486,Released,"The Happiest, Dopiest, Grumpiest, Sneeziest movie of the year.",83,2.1785E+01,en,http://movies.disney.com/snow-white-and-the-seven-dwarfs,false,"A beautiful girl, Snow White, takes refuge in the forest in the house of seven dwarfs to hide from her stepmother, the wicked Queen. The Queen is jealous because she wants to be known as ""the fairest in the land,"" and Snow White's beauty surpasses her own.",English,United States of America,Walt Disney Productions,"Fantasy,Animation,Family"
475557,Joker,2019-10-02,55000000,1074251311,Released,Put on a happy face.,122,1.08225E+02,en,http://www.jokermovie.net/,false,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",English,"Canada,United States of America","DC Entertainment,Warner Bros. Pictures,DC Comics,Joint Effort,Village Roadshow Pictures,Bron Studios,Creative Wealth Media Finance,DC Films,22 & Indiana Pictures","Crime,Thriller,Drama"
857,Saving Private Ryan,1998-07-24,70000000,481840909,Released,The mission is a man.,169,2.9865E+01,en,,false,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.","Český,Deutsch,English,Français",United States of America,"Paramount,Amblin Entertainment,Mutual Film Company,DreamWorks Pictures,The Mark Gordon Company","Drama,History,War"
920,Cars,2006-06-08,120000000,461983149,Released,Ahhh... it's got that new movie smell.,117,8.5049E+01,en,http://disney.go.com/disneyvideos/animatedfilms/cars/,false,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.","English,Italiano,日本語,",United States of America,"Pixar,Walt Disney Pictures","Animation,Adventure,Comedy,Family"
872,Singin' in the Rain,1952-04-09,2540800,7200000,Released,What a Glorious Feeling!,103,1.4041E+01,en,,false,"In 1927 Hollywood, a silent film production company and cast make a difficult transition to sound.",English,United States of America,Metro-Goldwyn-Mayer,"Comedy,Music,Romance"
185,A Clockwork Orange,1971-12-18,2200000,26589000,Released,"Being the adventures of a young man whose principal interests are rape, ultra-violence and Beethoven.",137,2.3604E+01,en,,false,"In a near-future Britain, young Alexander DeLarge and his pals get their kicks beating and raping anyone they please. When not destroying the lives of others, Alex swoons to the music of Beethoven. The state, eager to crack down on juvenile crime, gives an incarcerated Alex the option to undergo an invasive procedure that'll rob him of all personal agency. In a time when conscience is a commodity, can Alex change his tune?",English,"United Kingdom,United States of America","Warner Bros. Pictures,Hawk Films","Science Fiction,Drama"
679,Aliens,1986-07-18,18500000,183316455,Released,This Time It's War,137,2.5935E+01,en,,false,"When Ripley's lifepod is found by a salvage crew over 50 years later, she finds that terra-formers are on the very planet they found the alien species. When the company sends a family of colonists out to investigate her story—all contact is lost with the planet and colonists. They enlist Ripley and the colonial marines to return and search for answers.",English,"United States of America,United Kingdom","Brandywine Productions,SLM Production Group,20th Century Fox","Action,Thriller,Science Fiction"
20325,Swing Time,1936-08-27,886000,2600000,Released,A glorious songburst of gaiety and laughter!,103,9.764E+00,en,,false,"Lucky is tricked into missing his own wedding again and has to make $25,000 so her father allows him to marry Margaret. He and business partner Pop go to New York where they run into dancing instructor Penny. She and Lucky form a successful dance partnership, but romance is blighted by his old attachment to Margaret and hers for Ricky Ricardo.",English,United States of America,RKO Radio Pictures,"Comedy,Drama,Music,Romance"
4935,Howl's Moving Castle,2004-11-19,24000000,236049757,Released,The two lived there,119,2.9387E+01,ja,,false,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",日本語,Japan,"d-rights,Tokuma Shoten,Tohokushinsha Film Corporation (TFC),Studio Ghibli,Mitsubishi,DENTSU Music And Entertainment,Buena Vista Home Entertainment,Nippon Television Network Corporation","Fantasy,Animation,Adventure"
601,E.T. the Extra-Terrestrial,1982-06-11,10500000,792965326,Released,He is afraid. He is alone. He is three million light years from home.,115,2.2976E+01,en,http://www.et20.com/,false,"After a gentle alien becomes stranded on Earth, the being is discovered and befriended by a young boy named Elliott. Bringing the extraterrestrial into his suburban California house, Elliott introduces E.T., as the alien is dubbed, to his brother and his little sister, Gertie, and the children decide to keep its existence a secret. Soon, however, E.T. falls ill, resulting in government intervention and a dire situation for both Elliott and the alien.",English,United States of America,"Universal Pictures,Amblin Entertainment","Science Fiction,Adventure,Family,Fantasy"
77,Memento,2000-10-11,9000000,39723096,Released,Some memories are best forgotten.,113,2.5907E+01,en,http://www.otnemem.com/,false,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",English,United States of America,"Summit Entertainment,Newmarket Capital Group,Team Todd,I Remember Productions","Mystery,Thriller"
521,Dial M for Murder,1954-05-29,1400000,3000000,Released,If a woman answers... hang on for dear life!,105,1.9632E+01,en,,false,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan—to frame her for murder instead.",English,United States of America,Warner Bros. Pictures,"Crime,Thriller,Drama,Mystery"
348,Alien,1979-05-25,11000000,104931801,Released,In space no one can hear you scream.,117,2.8987E+01,en,https://www.facebook.com/alienanthology/,false,"During its return to the earth, commercial spaceship Nostromo intercepts a distress signal from a distant planet. When a three-member team of the crew discovers a chamber containing thousands of eggs on the planet, a creature inside one of the eggs attacks an explorer. The entire crew is unaware of the impending nightmare set to descend upon them when the alien parasite planted inside its unfortunate host is birthed.","English,Español","United States of America,United Kingdom","Brandywine Productions,20th Century Fox","Horror,Science Fiction"
424,Schindler's List,1993-11-30,22000000,321365567,Released,"Whoever saves one life, saves the world entire.",195,3.9136E+01,en,http://www.schindlerslist.com/,false,The true story of how businessman Oskar Schindler saved over a thousand Jewish lives from the Nazis while they worked as slaves in his factory during World War II.,"Deutsch,Polski,עִבְרִית,English",United States of America,"Universal Pictures,Amblin Entertainment","Drama,History,War"
762,Monty Python and the Holy Grail,1975-05-25,400000,5028948,Released,And now! At Last! Another film completely different from some of the other films which aren't quite the same as this one is.,91,2.253E+01,en,https://www.sonypictures.com/movies/montypythonandtheholygrail,false,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".","Français,Latin,English",United Kingdom,"Python (Monty) Pictures Limited,Michael White Productions,National Film Trustee Company","Adventure,Comedy,Fantasy"
324857,Spider-Man: Into the Spider-Verse,2018-12-06,90000000,375540831,Released,More Than One Wears the Mask,117,3.8297E+01,en,http://www.intothespiderverse.movie,false,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.","English,Español",United States of America,"Columbia Pictures,Sony Pictures Animation,Marvel Entertainment,Arad Productions,Lord Miller,Pascal Pictures,Sony Pictures","Action,Adventure,Animation,Science Fiction,Comedy"
39538,Contagion,2011-09-08,60000000,137551594,Released,Nothing spreads like fear,106,3.5555E+01,en,http://contagionmovie.warnerbros.com/,false,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.","English,广州话 / 廣州話,普通话","United States of America,United Arab Emirates","Participant Media,Imagenation Abu Dhabi FZ,Double Feature Films,Regency Enterprises,Warner Bros. Pictures","Drama,Thriller,Science Fiction"
599,Sunset Boulevard,1950-08-10,1752000,5000000,Released,A Hollywood Story,110,1.5752E+01,en,,false,A hack screenwriter writes a screenplay for a former silent film star who has faded into Hollywood obscurity.,English,United States of America,Paramount,Drama
756,Fantasia,1940-11-13,2280000,83320000,Released,The most sensational sound you'll ever see!,124,1.4632E+01,en,http://movies.disney.com/fantasia,false,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",English,United States of America,Walt Disney Pictures,"Animation,Family"
1949,Zodiac,2007-03-02,65000000,84785914,Released,There's more than one way to lose your life to a killer.,163,3.1717E+01,en,,false,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",English,United States of America,"Paramount,Phoenix Pictures,Warner Bros. Pictures","Crime,Drama,Mystery,Thriller"
804,Roman Holiday,1953-08-26,1500000,12000000,Released,Romance in romantic Rome!,119,1.4848E+01,en,,false,"Overwhelmed by her suffocating schedule, touring European princess Ann takes off for a night while in Rome. When a sedative she took from her doctor kicks in, however, she falls asleep on a park bench and is found by an American reporter, Joe Bradley, who takes her back to his apartment for safety. At work the next morning, Joe finds out Ann's regal identity and bets his editor he can get exclusive interview with her, but romance soon gets in the way.","English,Italiano",United States of America,Paramount,"Comedy,Romance,Drama"
10020,Beauty and the Beast,1991-11-13,25000000,377350553,Released,The most beautiful love story ever told.,84,2.3681E+01,en,http://disney.go.com/disneyvideos/animatedfilms/beauty/?cmp=dcom_VAN_WDSHE_BEA_van_batb__Extl,false,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","Français,English",United States of America,"Walt Disney Animation Studios,Walt Disney Pictures,Silver Screen Partners IV","Romance,Family,Animation,Fantasy"
550,Fight Club,1999-10-15,63000000,100853753,Released,Mischief. Mayhem. Soap.,139,3.4405E+01,en,http://www.foxmovies.com/movies/fight-club,false,"A ticking-time-bomb insomniac and a slippery soap salesman channel primal male aggression into a shocking new form of therapy. Their concept catches on, with underground ""fight clubs"" forming in every town, until an eccentric gets in the way and ignites an out-of-control spiral toward oblivion.",English,"Germany,United States of America","Regency Enterprises,Fox 2000 Pictures,Taurus Film,Atman Entertainment,Knickerbocker Films,20th Century Fox,The Linson Company",Drama
87101,Terminator Genisys,2015-06-23,155000000,440603537,Released,Reset the future,126,3.7787E+01,en,http://www.terminatormovie.com/,false,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",English,United States of America,"Skydance Media,Paramount","Science Fiction,Action,Thriller,Adventure"
642,Butch Cassidy and the Sundance Kid,1969-09-23,6000000,102308889,Released,"Not that it matters, but most of it is true.",111,1.4008E+01,en,,false,"In late 1890s Wyoming, Butch Cassidy is the affable, clever and talkative leader of the outlaw Hole in the Wall Gang. His closest companion is the laconic dead-shot 'Sundance Kid'. As the west rapidly becomes civilized, the law finally catches up to Butch, Sundance and their gang.  Chased doggedly by a special posse, the two decide to make their way to South America in hopes of evading their pursuers once and for all.","English,Español",United States of America,"Campanile Productions,Newman-Foreman Productions,20th Century Fox",Western
11815,The Fly,1958-07-16,700000,3000000,Released,If she looked upon the horror her husband had become... she would scream for the rest of her life!,94,1.0521E+01,en,,false,"Industrialist François Delambre is called late at night by his sister-in-law, Helene Delambre, who tells him that she has just killed her husband, André. Reluctant at first, she eventually explains to the police that André invented a matter transportation apparatus and, while experimenting on himself, a fly entered the chamber during the matter transference.","Français,English",United States of America,20th Century Fox,"Drama,Horror,Science Fiction"
901,City Lights,1931-02-01,1500000,19181,Released,True Blind Love,87,1.2721E+01,xx,http://www.charliechaplin.com/biography/articles/4-City-Lights,false,City Lights is the first silent film that Charlie Chaplin directed after he established himself with sound accompanied films. The film is about a penniless man who falls in love with a flower girl.,No Language,United States of America,Charles Chaplin Productions,"Comedy,Drama,Romance"
571,The Birds,1963-03-28,2500000,11403529,Released,"...and remember, the next scream you hear may be your own!",119,1.8501E+01,en,,false,"Chic socialite Melanie Daniels enjoys a passing flirtation with an eligible attorney in a San Francisco pet shop and, on an impulse, follows him to his hometown bearing a gift of lovebirds. But upon her arrival, the bird population runs amok. Suddenly, the townsfolk face a massive avian onslaught, with the feathered fiends inexplicably attacking people all over Bodega Bay.",English,United States of America,Alfred J. Hitchcock Productions,Horror
530915,1917,2019-12-25,100000000,368027644,Released,Time is the enemy,119,9.3629E+01,en,https://www.1917.movie/,false,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.","English,Français,Deutsch","Canada,India,Spain,United Kingdom,United States of America","Neal Street Productions,DreamWorks Pictures,New Republic Pictures,Amblin Partners,Universal Pictures,Moving Picture Company,Reliance Entertainment,Mogambo,The Canadian Film or Video Production Tax Credit (CPTC)","War,Drama,Action,History"
58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,200000000,1065659812,Released,Jack is back!,151,3.5127E+01,en,http://disney.go.com/disneypictures/pirates/,false,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","English,Türkçe,ελληνικά,普通话",United States of America,"Walt Disney Pictures,Jerry Bruckheimer Films,Second Mate Productions","Adventure,Fantasy,Action"
