id,title,release_date,budget,revenue,status,tagline,runtime,popularity,original_language,homepage,adult,overview,languages,production_countries,production_companies,genres
338762,Bloodshot,2020-03-05,42000000,24573617,Released,Being a superhero is in his blood,110,1.96612E+02,en,https://www.bloodshot.movie/,false,"After he and his wife are murdered, marine Ray Garrison is resurrected by a team of scientists. Enhanced with nanotechnology, he becomes a superhuman, biotech killing machine—'Bloodshot'. As Ray first trains with fellow super-soldiers, he cannot recall anything from his former life. But when his memories flood back and he remembers the man that killed both him and his wife, he breaks out of the facility to get revenge, only to discover that there's more to the conspiracy than he thought.",English,"China,United States of America","Sony Pictures,Cross Creek Pictures,Mimran Schur Pictures,Original Film,The Hideaway Entertainment,Valiant Entertainment,Columbia Pictures,One Race,Bona Film Group","Action,Science Fiction"
419704,Ad Astra,2019-09-17,87500000,132807427,Released,The answers we seek are just outside our reach,123,5.76477E+02,en,https://www.foxmovies.com/movies/ad-astra,false,"The near future, a time when both hope and hardships drive humanity to look to the stars and beyond. While a mysterious phenomenon menaces to destroy life on planet Earth, astronaut Roy McBride undertakes a mission across the immensity of space and its many perils to uncover the truth about a lost expedition that decades before boldly faced emptiness and silence in search of the unknown.","English,Norsk","Brazil,China,United States of America","New Regency Productions,Keep Your Head,MadRiver Pictures,Plan B Entertainment,RT Features,Bona Film Group,TSG Entertainment","Science Fiction,Drama"
98,Gladiator,2000-05-01,103000000,460583960,Released,A Hero Will Rise.,171,3.0539E+01,en,,false,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos.  Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor.  As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed.  He escapes, but is captured by slave traders.  Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences.",English,"United Kingdom,United States of America","Universal Pictures,Scott Free Productions,Red Wagon Entertainment,Mill Film,C & L,Dawliz,DreamWorks Pictures","Action,Drama,Adventure"
299536,Avengers: Infinity War,2018-04-25,300000000,2046239637,Released,An entire universe. Once and for all.,149,7.2271E+01,en,https://www.marvel.com/movies/avengers-infinity-war,false,"As the Avengers and their allies have continued to protect the world from threats too large for any one hero to handle, a new danger has emerged from the cosmic shadows: Thanos. A despot of intergalactic infamy, his goal is to collect all six Infinity Stones, artifacts of unimaginable power, and use them to inflict his twisted will on all of reality. Everything the Avengers have fought for has led up to this moment - the fate of Earth and existence itself has never been more uncertain.","English,",United States of America,Marvel Studios,"Adventure,Action,Science Fiction"
920,Cars,2006-06-08,120000000,461983149,Released,Ahhh... it's got that new movie smell.,117,8.9644E+01,en,http://disney.go.com/disneyvideos/animatedfilms/cars/,false,"Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.","English,Italiano,日本語,",United States of America,"Pixar,Walt Disney Pictures","Animation,Adventure,Comedy,Family"
272,Batman Begins,2005-06-10,150000000,374218673,Released,Evil fears the knight.,140,3.2702E+01,en,https://www.warnerbros.com/movies/batman-begins/,false,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.","English,اردو,普通话","United Kingdom,United States of America","DC Comics,Legendary Entertainment,DC Entertainment,Syncopy,Patalex III Productions Limited,Warner Bros. Pictures","Action,Crime,Drama"
454626,Sonic the Hedgehog,2020-02-12,85000000,306766470,Released,A Whole New Speed of Hero,99,1.16808E+02,en,https://www.paramountmovies.com/movies/sonic-the-hedgehog,false,"Based on the global blockbuster videogame franchise from Sega, Sonic the Hedgehog tells the story of the world’s speediest hedgehog as he embraces his new home on Earth. In this live-action adventure comedy, Sonic and his new best friend team up to defend the planet from the evil genius Dr. Robotnik and his plans for world domination.",English,"Canada,Japan,United States of America","Original Film,Blur Studios,Marza Animation Planet,Paramount,SEGA,DJ2 Entertainment,Paramount Animation,Digital Makeup Group,Stories International","Action,Science Fiction,Comedy,Family"
672,Harry Potter and the Chamber of Secrets,2002-11-13,100000000,876688482,Released,Hogwarts is back in session.,161,4.4673E+01,en,https://www.warnerbros.com/movies/harry-potter-and-chamber-secrets/,false,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",English,"Germany,United Kingdom,United States of America","1492 Pictures,Heyday Films,Warner Bros. Pictures","Adventure,Fantasy"
671,Harry Potter and the Philosopher's Stone,2001-11-16,125000000,976475550,Released,Let the Magic Begin.,152,5.7693E+01,en,https://www.warnerbros.com/movies/harry-potter-and-sorcerers-stone/,false,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films,1492 Pictures","Adventure,Fantasy,Family"
110415,Snowpiercer,2013-08-01,39200000,86758912,Released,"AD 2031, the passengers in the train are the only survivors on Earth.",127,3.9121E+01,ko,http://snowpiercer-film.com/,false,"In a future where a failed global-warming experiment kills off most life on the planet, a class system evolves aboard the Snowpiercer, a train that travels around the globe via a perpetual-motion engine.","English,Français,日本語,한국어/조선말","South Korea,Czech Republic,United States of America","CJ Entertainment,Opus Pictures,Stillking Films,SnowPiercer,Moho Film,Union Investment Partners","Action,Science Fiction,Drama"
22,Pirates of the Caribbean: The Curse of the Black Pearl,2003-07-09,140000000,655011224,Released,Prepare to be blown out of the water.,143,3.294E+01,en,http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,false,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",English,United States of America,"Jerry Bruckheimer Films,Walt Disney Pictures","Adventure,Fantasy,Action"
19995,Avatar,2009-12-10,237000000,2787965087,Released,Enter the World of Pandora.,162,3.2645E+01,en,http://www.avatarmovie.com/,false,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","English,Español","United States of America,United Kingdom","Dune Entertainment,Lightstorm Entertainment,20th Century Fox,Ingenious Media","Action,Adventure,Fantasy,Science Fiction"
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,130000000,789804554,Released,Something wicked this way comes.,141,3.095E+01,en,https://www.warnerbros.com/movies/harry-potter-and-prisoner-azkaban/,false,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black—and turns to sympathetic Professor Lupin for help.",English,"United Kingdom,United States of America","1492 Pictures,Heyday Films,Warner Bros. Pictures","Adventure,Fantasy"
9679,Gone in Sixty Seconds,2000-06-09,90000000,237202299,Released,"Ice Cold, Hot Wired.",118,2.4543E+01,en,,false,"Upon learning that he has to come out of retirement to steal 50 cars in one night to save his brother Kip's life, former car thief Randall ""Memphis"" Raines enlists help from a few ""boost happy"" pals to accomplish a seemingly impossible feat. From countless car chases to relentless cops, the high-octane excitement builds as Randall swerves around more than a few roadblocks to keep Kip alive.",English,United States of America,"Jerry Bruckheimer Films,Touchstone Pictures","Action,Crime,Thriller"
475557,Joker,2019-10-02,55000000,1074251311,Released,Put on a happy face.,122,9.7676E+01,en,http://www.jokermovie.net/,false,"During the 1980s, a failed stand-up comedian is driven insane and turns to a life of crime and chaos in Gotham City while becoming an infamous psychopathic crime figure.",English,"Canada,United States of America","DC Entertainment,Warner Bros. Pictures,DC Comics,Joint Effort,Village Roadshow Pictures,Bron Studios,Creative Wealth Media Finance,DC Films,22 & Indiana Pictures","Crime,Thriller,Drama"
284054,Black Panther,2018-02-13,200000000,1346739107,Released,Long live the king.,134,3.959E+01,en,https://marvel.com/movies/movie/224/black_panther,false,"King T'Challa returns home from America to the reclusive, technologically advanced African nation of Wakanda to serve as his country's new leader. However, T'Challa soon finds that he is challenged for the throne by factions within his own country as well as without. Using powers reserved to Wakandan kings, T'Challa assumes the Black Panther mantel to join with girlfriend Nakia, the queen-mother, his princess-kid sister, members of the Dora Milaje (the Wakandan 'special forces') and an American secret agent, to prevent Wakanda from being dragged into a world war.","English,한국어/조선말,Kiswahili,",United States of America,"Marvel Studios,Walt Disney Pictures","Action,Adventure,Fantasy,Science Fiction"
58,Pirates of the Caribbean: Dead Man's Chest,2006-06-20,200000000,1065659812,Released,Jack is back!,151,2.8831E+01,en,http://disney.go.com/disneypictures/pirates/,false,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","English,Türkçe,ελληνικά,普通话",United States of America,"Walt Disney Pictures,Jerry Bruckheimer Films,Second Mate Productions","Adventure,Fantasy,Action"
39538,Contagion,2011-09-08,60000000,137551594,Released,Nothing spreads like fear,106,3.5007E+01,en,http://contagionmovie.warnerbros.com/,false,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.","English,广州话 / 廣州話,普通话","United States of America,United Arab Emirates","Participant Media,Imagenation Abu Dhabi FZ,Double Feature Films,Regency Enterprises,Warner Bros. Pictures","Drama,Thriller,Science Fiction"
210577,Gone Girl,2014-10-01,61000000,369330363,Released,You don't know what you've got 'til it's...,149,7.322E+01,en,http://www.gonegirlmovie.com/,false,"With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent.",English,United States of America,"Regency Enterprises,New Regency Pictures,Pacific Standard,TSG Entertainment,Artemple - Hollywood,20th Century Fox","Mystery,Thriller,Drama"
24428,The Avengers,2012-04-25,220000000,1519557910,Released,Some assembly required.,143,4.8873E+01,en,http://marvel.com/avengers_movie/,false,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!","English,हिन्दी,Pусский",United States of America,"Marvel Studios,Paramount","Science Fiction,Action,Adventure"
27205,Inception,2010-07-15,160000000,825532764,Released,Your mind is the scene of the crime.,148,6.4459E+01,en,http://inceptionmovie.warnerbros.com/,false,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","English,日本語","United Kingdom,United States of America","Legendary Entertainment,Syncopy,Warner Bros. Pictures","Action,Science Fiction,Adventure"
674,Harry Potter and the Goblet of Fire,2005-11-16,150000000,895921036,Released,Dark And Difficult Times Lie Ahead.,157,2.9175E+01,en,https://www.warnerbros.com/movies/harry-potter-and-goblet-fire/,false,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.","English,Français","United Kingdom,United States of America","Patalex IV Productions Limited,Warner Bros. Pictures,Heyday Films","Adventure,Fantasy,Family"
120,The Lord of the Rings: The Fellowship of the Ring,2001-12-18,93000000,871368364,Released,One ring to rule them all,178,3.7739E+01,en,http://www.lordoftherings.net/,false,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",English,"New Zealand,United States of America","New Line Cinema,WingNut Films,The Saul Zaentz Company","Adventure,Fantasy,Action"
109445,Frozen,2013-11-27,150000000,1274219009,Released,Only the act of true love will thaw a frozen heart.,102,3.7135E+01,en,http://movies.disney.com/frozen,false,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",English,United States of America,"Walt Disney Pictures,Walt Disney Animation Studios","Animation,Adventure,Family"
608,Men in Black II,2002-07-03,140000000,441818803,Released,Same Planet. New Scum.,88,2.9364E+01,en,http://www.sonypictures.com/homevideo/meninblackii/,false,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",English,United States of America,"Parkes+MacDonald Image Nation,Columbia Pictures,Amblin Entertainment,Sony Pictures","Action,Adventure,Comedy,Science Fiction"
767,Harry Potter and the Half-Blood Prince,2009-07-07,250000000,933959197,Released,Dark Secrets Revealed,153,3.0814E+01,en,https://www.warnerbros.com/movies/harry-potter-and-half-blood-prince/,false,"As Harry begins his sixth year at Hogwarts, he discovers an old book marked as 'Property of the Half-Blood Prince', and begins to learn more about Lord Voldemort's dark past.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films","Adventure,Fantasy"
924,Dawn of the Dead,2004-03-19,28000000,102356381,Released,"When the undead rise, civilization will fall.",101,2.6671E+01,en,http://www.dawnofthedeadmovie.net/,false,"A group of survivors take refuge in a shopping mall after the world is taken over by aggressive, flesh-eating zombies.","English,Italiano",United States of America,"New Amsterdam Entertainment,Strike Entertainment,Metropolitan Filmexport,Toho-Towa,Cruel & Unusual Films,Universal Pictures","Fantasy,Horror,Action,Drama"
77,Memento,2000-10-11,9000000,39723096,Released,Some memories are best forgotten.,113,2.2374E+01,en,http://www.otnemem.com/,false,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",English,United States of America,"Summit Entertainment,Newmarket Capital Group,Team Todd,I Remember Productions","Mystery,Thriller"
675,Harry Potter and the Order of the Phoenix,2007-06-28,150000000,938212738,Released,Evil Must Be Confronted.,138,2.8612E+01,en,https://www.warnerbros.com/movies/harry-potter-and-order-phoenix/,false,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films","Adventure,Fantasy,Mystery"
122,The Lord of the Rings: The Return of the King,2003-12-01,94000000,1118888979,Released,The eye of the enemy is moving.,201,3.2768E+01,en,http://www.lordoftherings.net,false,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",English,"New Zealand,United States of America","New Line Cinema,WingNut Films,The Saul Zaentz Company","Adventure,Fantasy,Action"
315635,Spider-Man: Homecoming,2017-07-05,175000000,880166924,Released,Homework can wait. The city can't.,133,4.9033E+01,en,http://www.spidermanhomecoming.com,false,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.",English,United States of America,"Marvel Studios,Columbia Pictures,Pascal Pictures,LStar Capital,Sony Pictures","Action,Adventure,Science Fiction,Drama"
324857,Spider-Man: Into the Spider-Verse,2018-12-06,90000000,375540831,Released,More Than One Wears the Mask,117,3.5764E+01,en,http://www.intothespiderverse.movie,false,"Miles Morales is juggling his life between being a high school student and being a spider-man. When Wilson ""Kingpin"" Fisk uses a super collider, others from across the Spider-Verse are transported to this dimension.","English,Español",United States of America,"Columbia Pictures,Sony Pictures Animation,Marvel Entertainment,Arad Productions,Lord Miller,Pascal Pictures,Sony Pictures","Action,Adventure,Animation,Science Fiction,Comedy"
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-07,125000000,1341511219,Released,It all ends here.,130,3.4326E+01,en,https://www.warnerbros.com/movies/harry-potter-and-deathly-hallows-part-2/,false,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",English,"United Kingdom,United States of America","Warner Bros. Pictures,Heyday Films","Fantasy,Adventure"
157336,Interstellar,2014-11-05,165000000,675120017,Released,Mankind was born on Earth. It was never meant to die here.,169,6.1989E+01,en,http://www.interstellarmovie.net/,false,Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,English,"United Kingdom,United States of America","Legendary Entertainment,Syncopy,Lynda Obst Productions","Adventure,Drama,Science Fiction"
530915,1917,2019-12-25,100000000,368027644,Released,Time is the enemy,119,9.0434E+01,en,https://www.1917.movie/,false,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.","English,Français,Deutsch","Canada,India,Spain,United Kingdom,United States of America","Neal Street Productions,DreamWorks Pictures,New Republic Pictures,Amblin Partners,Universal Pictures,Moving Picture Company,Reliance Entertainment,Mogambo,The Canadian Film or Video Production Tax Credit (CPTC)","War,Drama,Action,History"
155,The Dark Knight,2008-07-16,185000000,1004558444,Released,Why So Serious?,152,5.1112E+01,en,https://www.warnerbros.com/movies/dark-knight/,false,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","English,普通话","United Kingdom,United States of America","DC Comics,Legendary Entertainment,Syncopy,Isobel Griffiths,DC Entertainment,Warner Bros. Pictures","Drama,Action,Crime,Thriller"
17379,Last Holiday,2006-01-13,45000000,38399961,Released,She always thought she was somebody special... and she was.,112,2.858E+01,en,,false,"After she's diagnosed with a terminal illness, a shy woman decides to take a European vacation.","English,Français",United States of America,Paramount,"Adventure,Comedy,Drama"
561,Constantine,2005-02-08,100000000,230884728,Released,"Hell Wants Him, Heaven Won't Take Him, Earth Needs Him.",121,2.7288E+01,en,http://constantinemovie.warnerbros.com/,false,"John Constantine has literally been to Hell and back. When he teams up with a policewoman to solve the mysterious suicide of her twin sister, their investigation takes them through the world of demons and angels that exists beneath the landscape of contemporary Los Angeles.","English,","Germany,United States of America","Village Roadshow Pictures,DC Comics,Lonely Film Productions GmbH & Co. KG.,The Donners' Company,Branded Entertainment/Batfilm Productions,Weed Road Pictures,3 Art Entertainment,Di Bonaventura Pictures,Warner Bros. Pictures","Drama,Fantasy,Horror"
32657,Percy Jackson & the Olympians: The Lightning Thief,2010-02-01,95000000,226497209,Released,Worlds Collide,119,4.3026E+01,en,https://www.percyjacksonthemovie.com,false,"Accident prone teenager, Percy discovers he's actually a demi-God, the son of Poseidon, and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.",English,United States of America,"1492 Pictures,Sunswept Entertainment,Dune Entertainment,Fox 2000 Pictures,20th Century Fox","Adventure,Fantasy,Family"
150540,Inside Out,2015-06-09,175000000,857611174,Released,Meet the little voices inside your head.,95,3.683E+01,en,http://movies.disney.com/inside-out,false,"Growing up can be a bumpy road, and it's no exception for Riley, who is uprooted from her Midwest life when her father starts a new job in San Francisco. Riley's guiding emotions— Joy, Fear, Anger, Disgust and Sadness—live in Headquarters, the control centre inside Riley's mind, where they help advise her through everyday life and tries to keep things positive, but the emotions conflict on how best to navigate a new city, house and school.",English,United States of America,"Pixar,Walt Disney Pictures","Drama,Comedy,Animation,Family"
49026,The Dark Knight Rises,2012-07-16,250000000,1081041287,Released,The Legend Ends,165,3.6059E+01,en,http://www.thedarkknightrises.com/,false,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",English,United States of America,"Syncopy,Legendary Entertainment,DC Entertainment,Warner Bros. Pictures","Action,Crime,Drama,Thriller"
121,The Lord of the Rings: The Two Towers,2002-12-18,79000000,926287400,Released,A New Power Is Rising.,179,2.7951E+01,en,http://www.lordoftherings.net/,false,"Frodo and Sam are trekking to Mordor to destroy the One Ring of Power while Gimli, Legolas and Aragorn search for the orc-captured Merry and Pippin. All along, nefarious wizard Saruman awaits the Fellowship members at the Orthanc Tower in Isengard.",English,"New Zealand,United States of America","New Line Cinema,WingNut Films,The Saul Zaentz Company","Adventure,Fantasy,Action"
271110,Captain America: Civil War,2016-04-27,250000000,1153296293,Released,Divided We Fall,147,4.4996E+01,en,http://marvel.com/captainamericapremiere,false,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.","Română,English,Deutsch,Pусский",United States of America,Marvel Studios,"Adventure,Action,Science Fiction"
16869,Inglourious Basterds,2009-08-18,70000000,321455689,Released,Once upon a time in Nazi occupied France...,153,2.9002E+01,en,,false,"In Nazi-occupied France during World War II, a group of Jewish-American soldiers known as ""The Basterds"" are chosen specifically to spread fear throughout the Third Reich by scalping and brutally killing Nazis. The Basterds, lead by Lt. Aldo Raine soon cross paths with a French-Jewish teenage girl who runs a movie theater in Paris which is targeted by the soldiers.","Deutsch,English,Français,Italiano","Germany,United States of America","The Weinstein Company,Universal Pictures,A Band Apart,Zehnte Babelsberg Film,Visiona Romantica","Drama,Action,Thriller,War"
129,Spirited Away,2001-07-20,19000000,274925095,Released,,125,3.4733E+01,ja,http://movies.disney.com/spirited-away,false,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.",日本語,Japan,Studio Ghibli,"Animation,Family,Fantasy"
4935,Howl's Moving Castle,2004-11-19,24000000,236049757,Released,The two lived there,119,2.6569E+01,ja,,false,"When Sophie, a shy young woman, is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",日本語,Japan,"d-rights,Tokuma Shoten,Tohokushinsha Film Corporation (TFC),Studio Ghibli,Mitsubishi,DENTSU Music And Entertainment,Buena Vista Home Entertainment,Nippon Television Network Corporation","Fantasy,Animation,Adventure"
93456,Despicable Me 2,2013-06-25,76000000,970761885,Released,Back 2 Work,98,2.8986E+01,en,http://www.despicableme.com/,false,Gru is recruited by the Anti-Villain League to help deal with a powerful new super criminal.,English,United States of America,"Illumination Entertainment,Universal Pictures","Animation,Comedy,Family"
1949,Zodiac,2007-03-02,65000000,84785914,Released,There's more than one way to lose your life to a killer.,163,2.8097E+01,en,,false,"The true story of the investigation of the ""Zodiac Killer"", a serial killer who terrified the San Francisco Bay Area, taunting police with his ciphers and letters. The case becomes an obsession for three men as their lives and careers are built and destroyed by the endless trail of clues.",English,United States of America,"Paramount,Phoenix Pictures,Warner Bros. Pictures","Crime,Drama,Mystery,Thriller"
487558,BlacKkKlansman,2018-07-30,15000000,48686605,Released,Infiltrate hate.,135,3.5585E+01,en,http://blackkklansman.com,false,"Colorado Springs, late 1970s. Ron Stallworth, an African American police officer, and Flip Zimmerman, his Jewish colleague, run an undercover operation to infiltrate the Ku Klux Klan.",English,United States of America,"Blumhouse Productions,QC Entertainment,Legendary Entertainment,Monkeypaw Productions,40 Acres & A Mule Filmworks","Crime,Drama,History,Comedy"
141052,Justice League,2017-11-15,300000000,657924295,Released,,120,4.8333E+01,en,http://www.justiceleaguethemovie.com,false,"Fuelled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne and Diana Prince assemble a team of metahumans consisting of Barry Allen, Arthur Curry and Victor Stone to face the catastrophic threat of Steppenwolf and the Parademons who are on the hunt for three Mother Boxes on Earth.",English,"United Kingdom,Canada,United States of America","DC Comics,DC Entertainment,RatPac-Dune Entertainment,Cruel & Unusual Films,Atlas Entertainment,Lensbern Productions,Dune Entertainment,Warner Bros. Pictures,DC Films,The Canadian Film or Video Production Tax Credit (CPTC),Syncopy","Action,Adventure,Fantasy,Science Fiction"
10195,Thor,2011-04-21,150000000,449326618,Released,Two worlds. One hero.,115,3.0671E+01,en,http://thor.marvel.com/,false,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",English,United States of America,"Marvel Studios,Paramount","Adventure,Fantasy,Action"
12,Finding Nemo,2003-05-30,94000000,940335536,Released,There are 3.7 trillion fish in the ocean. They're looking for one.,100,3.1762E+01,en,http://movies.disney.com/finding-nemo,false,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",English,United States of America,Pixar,"Animation,Family"
496243,Parasite,2019-05-30,11363000,245924070,Released,Act like you own the place.,133,8.6617E+01,ko,https://www.parasite-movie.com/,false,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.","English,Deutsch,한국어/조선말",South Korea,"CJ Entertainment,Barunson E&A","Comedy,Thriller,Drama"
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,Released,Witness the defining chapter of the Middle-Earth saga,144,5.5775E+01,en,https://www.warnerbros.com/movies/hobbit-battle-five-armies/,false,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",English,"New Zealand,United States of America","Warner Bros. Pictures,WingNut Films,New Line Cinema,3Foot7,Metro-Goldwyn-Mayer","Action,Adventure,Fantasy"
1726,Iron Man,2008-04-30,140000000,585174222,Released,Heroes aren't born. They're built.,126,4.5693E+01,en,https://www.marvel.com/movies/iron-man,false,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","English,فارسی,اردو,العربية",United States of America,"Marvel Studios,Paramount,Fairview Entertainment","Action,Science Fiction,Adventure"
1359,American Psycho,2000-01-21,7000000,34266564,Released,I think my mask of sanity is about to slip.,102,1.965E+01,en,,false,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he escalates deeper into his illogical, gratuitous fantasies.","English,Español,广州话 / 廣州話","Canada,United States of America","Muse Productions,Lions Gate Films,Edward R. Pressman Film","Thriller,Drama,Crime,Horror"
